epoch,residual,metric
1.0,5.61173152923584,nan
2.0,4.531154155731201,nan
3.0,3.4373257160186768,nan
4.0,2.8272228240966797,nan
5.0,2.587939977645874,nan
6.0,2.280123710632324,nan
7.0,1.951749324798584,nan
8.0,1.7500088214874268,nan
9.0,1.5924420356750488,nan
10.0,1.4331990480422974,nan
11.0,1.3068692684173584,nan
12.0,1.219079613685608,nan
13.0,1.1312403678894043,nan
14.0,1.063896656036377,nan
15.0,1.0267767906188965,nan
16.0,0.9808070063591003,nan
17.0,0.9359586238861084,nan
18.0,0.9252821207046509,nan
19.0,0.9234312772750854,nan
20.0,0.8902381658554077,nan
21.0,0.8381205797195435,nan
22.0,0.7965028285980225,nan
23.0,0.7788038849830627,nan
24.0,0.7761959433555603,nan
25.0,0.7709713578224182,nan
26.0,0.7557631731033325,nan
27.0,0.7374298572540283,nan
28.0,0.7276460528373718,nan
29.0,0.7277430295944214,nan
30.0,0.7291694283485413,nan
31.0,0.7254288196563721,nan
32.0,0.7170904874801636,nan
33.0,0.7078894972801208,nan
34.0,0.7002881169319153,nan
35.0,0.6945037841796875,nan
36.0,0.6905587911605835,nan
37.0,0.6869338750839233,nan
38.0,0.6806772947311401,nan
39.0,0.6728321313858032,nan
40.0,0.6676409244537354,nan
41.0,0.6657552123069763,nan
42.0,0.6626651883125305,nan
43.0,0.6559038758277893,nan
44.0,0.649306058883667,nan
45.0,0.6468372941017151,nan
46.0,0.6463951468467712,nan
47.0,0.6441853642463684,nan
48.0,0.6404097676277161,nan
49.0,0.6377004384994507,nan
50.0,0.6367021799087524,nan
51.0,0.6354612708091736,nan
52.0,0.6329188346862793,nan
53.0,0.6299678087234497,nan
54.0,0.6274634003639221,nan
55.0,0.6254878640174866,nan
56.0,0.6236587166786194,nan
57.0,0.6214413642883301,nan
58.0,0.618652880191803,nan
59.0,0.616163969039917,nan
60.0,0.6143749952316284,nan
61.0,0.6123377084732056,nan
62.0,0.6098572015762329,nan
63.0,0.6078993678092957,nan
64.0,0.6064374446868896,nan
65.0,0.6048161387443542,nan
66.0,0.6029717922210693,nan
67.0,0.60120689868927,nan
68.0,0.5994711518287659,nan
69.0,0.5977845788002014,nan
70.0,0.5961451530456543,nan
71.0,0.5942168235778809,nan
72.0,0.5922163128852844,nan
73.0,0.5905569791793823,nan
74.0,0.5889014601707458,nan
75.0,0.5869401693344116,nan
76.0,0.5851011276245117,nan
77.0,0.5834879875183105,nan
78.0,0.5817926526069641,nan
79.0,0.5800918936729431,nan
80.0,0.5785051584243774,nan
81.0,0.5768542289733887,nan
82.0,0.5752686858177185,nan
83.0,0.5737070441246033,nan
84.0,0.5720493793487549,nan
85.0,0.5704486966133118,nan
86.0,0.5689205527305603,nan
87.0,0.5673264861106873,nan
88.0,0.5657468438148499,nan
89.0,0.5642295479774475,nan
90.0,0.5627179145812988,nan
91.0,0.561211347579956,nan
92.0,0.5596811175346375,nan
93.0,0.5582091212272644,nan
94.0,0.5567677021026611,nan
95.0,0.5552969574928284,nan
96.0,0.5538647770881653,nan
97.0,0.5524495840072632,nan
98.0,0.5510587096214294,nan
99.0,0.5496912002563477,nan
100.0,0.5483158826828003,nan
101.0,0.5469770431518555,nan
102.0,0.5456655621528625,nan
103.0,0.5443449020385742,nan
104.0,0.5430559515953064,nan
105.0,0.5417821407318115,nan
106.0,0.5405258536338806,nan
107.0,0.539283037185669,nan
108.0,0.5380527973175049,nan
109.0,0.5368595123291016,nan
110.0,0.5356720685958862,nan
111.0,0.5345106720924377,nan
112.0,0.5333548188209534,nan
113.0,0.5322326421737671,nan
114.0,0.5311114192008972,nan
115.0,0.53001868724823,nan
116.0,0.528933048248291,nan
117.0,0.5278682112693787,nan
118.0,0.5268030166625977,nan
119.0,0.5257732272148132,nan
120.0,0.5247438549995422,nan
121.0,0.523729681968689,nan
122.0,0.5227254033088684,nan
123.0,0.5217452645301819,nan
124.0,0.5207704305648804,nan
125.0,0.5198203921318054,nan
126.0,0.5188522934913635,nan
127.0,0.5179107785224915,nan
128.0,0.5169764757156372,nan
129.0,0.5160531401634216,nan
130.0,0.5151304602622986,nan
131.0,0.5142236948013306,nan
132.0,0.5133225321769714,nan
133.0,0.5124294757843018,nan
134.0,0.5115319490432739,nan
135.0,0.510656476020813,nan
136.0,0.5097697973251343,nan
137.0,0.5088921189308167,nan
138.0,0.5080280900001526,nan
139.0,0.5071664452552795,nan
140.0,0.5063037276268005,nan
141.0,0.5054621696472168,nan
142.0,0.5046124458312988,nan
143.0,0.5037620067596436,nan
144.0,0.5029223561286926,nan
145.0,0.5020937919616699,nan
